EventTitle,URL
Bigfoot vs Arlovski,https://www.ufc.com/event/ufc-fight-night-brasilia
Jacare vs Mousasi,https://www.ufc.com/event/ufc-fight-night-ledyard
Dillashaw vs Soto,https://www.ufc.com/event/ufc-177
Henderson vs Dos Anjos,https://www.ufc.com/event/ufc-fight-night-bok-center-tulsa
Bisping vs Le,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena
Bader vs Saint Preux,https://www.ufc.com/event/ufc-fight-night-125
Lawler vs Brown,https://www.ufc.com/event/FOX12
McGregor vs Brandao,https://www.ufc.com/event/ufn-dublin-ireland
Cerrone vs Miller,https://www.ufc.com/event/ufc-fight-night-atlantic-city
Edgar vs Penn,https://www.ufc.com/event/TUF19-Finale
Weidman vs Machida,https://www.ufc.com/event/ufc-175
Stephens vs Swanson,https://www.ufc.com/event/ufn-san-antonio-fs1
Te Huna vs Marquardt,https://www.ufc.com/event/ufn-auckland-nz
Johnson vs Bagautinov,https://www.ufc.com/event/ufc-174
Henderson vs Khabilov,https://www.ufc.com/event/ufn-albuquerque-fs1
Miocic vs Maldonado,https://www.ufc.com/event/ufn-sao-paulo-tuf-brazil
Munoz vs Mousasi,https://www.ufc.com/event/fight-night-berlin
Barao vs Dillashaw,https://www.ufc.com/event/ufc-173
Brown vs Silva,https://www.ufc.com/event/ufn-cincinnati-fs1
Jones vs Teixeira,https://www.ufc.com/event/ufc-172
Werdum vs Browne,https://www.ufc.com/event/FOX11
Bisping vs Kennedy,https://www.ufc.com/event/ufc-fight-night-quebec-city
Nogueira vs Nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson
Shogun vs Henderson 2,https://www.ufc.com/event/ufn-natal-brazil
Hendricks vs Lawler,https://www.ufc.com/event/ufc-171
Gustafsson vs Manuwa,https://www.ufc.com/event/ufc-london
Kim vs Hathaway,https://www.ufc.com/event/ufn-macao-kim-hathaway
Rousey vs McMann,https://www.ufc.com/event/ufc-170
Machida vs Mousasi,https://www.ufc.com/event/ufn-jaragua-do-sul
Barao vs Faber 2,https://www.ufc.com/event/ufc-169
Henderson vs Thomson,https://www.ufc.com/event/FOX10
Rockhold vs Philippou,https://www.ufc.com/event/ufc-fight-night-atlanta
Saffiedine vs Lim,https://www.ufc.com/event/ufn-singapore
Weidman vs Silva 2,https://www.ufc.com/event/ufc-168
Johnson vs. Benavidez 2,https://www.ufc.com/event/FOX9
Hunt vs Bigfoot,https://www.ufc.com/event/ufc-fight-night-hunt-bigfoot
Maynard vs. Diaz,https://www.ufc.com/event/TUF18-Finale
St-Pierre vs Hendricks,https://www.ufc.com/event/ufc-167
Belfort vs Henderson,https://www.ufc.com/event/ufn-belfort-henderson
Kennedy vs Natal,https://www.ufc.com/event/ufc-fight-night-fftt-fort-campbell
Machida vs Munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz
Velasquez vs Dos Santos III,https://www.ufc.com/event/ufc-166
Maia vs Shields,https://www.ufc.com/event/ufc-fight-night-maia-shields
Jones vs Gustafsson,https://www.ufc.com/event/ufc-165
Teixeira vs Bader,https://www.ufc.com/event/ufc-fight-night-teixeira-bader
Henderson vs Pettis 2,https://www.ufc.com/event/ufc-164
Condit vs Kampmann 2,https://www.ufc.com/event/ufc-fight-night-condit-kampmann2
Shogun vs Sonnen,https://www.ufc.com/event/ufc-fight-night-shogun-sonnen
Aldo vs Korean Zombie,https://www.ufc.com/event/ufc-163
Johnson vs Moraga,https://www.ufc.com/event/FOX8
Silva vs Weidman,https://www.ufc.com/event/ufc-162
Evans vs Henderson,https://www.ufc.com/event/ufc-161
Nogueira vs Werdum,https://www.ufc.com/event/FUEL10
Velasquez vs Bigfoot 2,https://www.ufc.com/event/ufc-160
Belfort vs. Rockhold,https://www.ufc.com/event/FX8
Jones vs Sonnen,https://www.ufc.com/event/ufc-159
Henderson vs Melendez,https://www.ufc.com/event/FOX7
Faber vs. Jorgensen,https://www.ufc.com/event/TUF17-Finale
Mousasi vs. Latifi,https://www.ufc.com/event/FUEL9
St-Pierre vs Diaz,https://www.ufc.com/event/ufc-158
Silva vs Stann,https://www.ufc.com/event/FUEL8
Rousey vs Carmouche,https://www.ufc.com/event/ufc-157
Barao vs McDonald,https://www.ufc.com/event/FUEL7
Aldo vs Edgar,https://www.ufc.com/event/ufc-156
Johnson vs Dodson,https://www.ufc.com/event/FOX6
Belfort vs. Bisping,https://www.ufc.com/event/FX7
Dos Santos vs. Velasquez II,https://www.ufc.com/event/ufc-155
Sotiropoulos vs. Pearson,https://www.ufc.com/event/ufc-fx1
Team Carwin vs Team Nelson,https://www.ufc.com/event/TUF16-Finale
Henderson vs Diaz,https://www.ufc.com/event/FOX5
St-Pierre vs. Condit,https://www.ufc.com/event/ufc-154-live-pay-view
St-Pierre vs Condit,https://www.ufc.com/event/ufc-154
Franklin vs Le,https://www.ufc.com/event/FUEL6
Silva vs Bonnar,https://www.ufc.com/event/ufc-153
Browne vs Bigfoot,https://www.ufc.com/event/FX5
Struve vs Miocic,https://www.ufc.com/event/FUEL5
Jones vs Belfort,https://www.ufc.com/event/ufc-152
Henderson vs. Edgar II ,https://www.ufc.com/event/ufc-150
Shogun vs Vera,https://www.ufc.com/event/FOX4
Faber vs Barao,https://www.ufc.com/event/ufc-149
Munoz vs Weidman,https://www.ufc.com/event/FUEL4
Silva vs. Sonnen II,https://www.ufc.com/event/ufc-148
Silva vs. Franklin II,https://www.ufc.com/event/ufc-147
Maynard vs. Guida,https://www.ufc.com/event/FX4
Johnson vs. McCall,https://www.ufc.com/event/FX3
Ellenberger vs Kampmann,https://www.ufc.com/event/TUF-Live-1-Finale
Dos Santos vs Mir,https://www.ufc.com/event/ufc-146
Barnett vs. Cormier,https://www.ufc.com/event/strikeforcer-heavyweight-grand-prix-final
Korean Zombie vs. Poirier,https://www.ufc.com/event/FUEL3
Diaz vs Miller,https://www.ufc.com/event/FOX3
Jones vs Evans,https://www.ufc.com/event/ufc-145
Gustafsson vs Silva,https://www.ufc.com/event/UFCSweden
Alves vs. Kampmann,https://www.ufc.com/event/UFCFX2
Edgar vs Henderson,https://www.ufc.com/event/ufc-144
Sanchez vs Ellenberger,https://www.ufc.com/event/UFCFUEL1
Diaz vs Condit,https://www.ufc.com/event/ufc-143
Evans vs Davis,https://www.ufc.com/event/UFCFox2
Guillard vs Miller,https://www.ufc.com/event/UFCFX1
Aldo vs Mendes,https://www.ufc.com/event/ufc-142
Lesnar vs Overeem,https://www.ufc.com/event/ufc-141
Jones vs Machida,https://www.ufc.com/event/ufc-140
Team Bisping vs. Team Miller,https://www.ufc.com/event/TUF14-Finale
Shogun vs. Henderson,https://www.ufc.com/event/ufc-139
Velasquez vs Dos Santos,https://www.ufc.com/event/UFC-on-Fox
Leben vs Munoz,https://www.ufc.com/event/ufc-138
Penn vs Diaz,https://www.ufc.com/event/ufc-137
EDGAR vs. MAYNARD III,https://www.ufc.com/event/ufc-136
Cruz vs Johnson,https://www.ufc.com/event/UVS6
JONES vs. RAMPAGE,https://www.ufc.com/event/ufc-135
Shields vs Ellenberger,https://www.ufc.com/event/UFN25
Silva vs Okami,https://www.ufc.com/event/ufc-134
Hardy vs. Lytle,https://www.ufc.com/event/UVS5
Evans vs. Ortiz,https://www.ufc.com/event/ufc-133
Cruz vs Faber,https://www.ufc.com/event/ufc-132
KONGO vs BARRY,https://www.ufc.com/event/UFCLive4
DOS SANTOS vs. CARWIN,https://www.ufc.com/event/ufc-131
Team Lesnar vs. Team Dos Santos ,https://www.ufc.com/event/TUF13-finale
Rampage vs. Hamill,https://www.ufc.com/event/ufc-130
St-Pierre vs Shields,https://www.ufc.com/event/ufc-129
NOGUEIRA vs. DAVIS,https://www.ufc.com/event/UFN24
SHOGUN vs JONES,https://www.ufc.com/event/ufc-128
SANCHEZ vs. KAMPMANN,https://www.ufc.com/event/UFCLive3
Penn vs Fitch,https://www.ufc.com/event/ufc-127
Silva vs Belfort,https://www.ufc.com/event/ufc-126
Dunham vs Guillard,https://www.ufc.com/event/fight-for-the-troops-2
RESOLUTION,https://www.ufc.com/event/ufc-125
ST-PIERRE vs KOSCHECK,https://www.ufc.com/event/ufc-124
Team GSP vs Team Koscheck Finale,https://www.ufc.com/event/TUF12-Finale
RAMPAGE vs MACHIDA,https://www.ufc.com/event/ufc-123
Marquardt vs Okami,https://www.ufc.com/event/ufc-122
Lesnar vs Velasquez,https://www.ufc.com/event/ufc-121
Bisping vs Akiyama,https://www.ufc.com/event/ufc-120
Mir vs Cro Cop,https://www.ufc.com/event/ufc-119
Marquardt vs Palhares,https://www.ufc.com/event/ufc-fight-night-palhares-marquardt
EDGAR vs PENN 2,https://www.ufc.com/event/ufc-118
Silva vs Sonnen,https://www.ufc.com/event/ufc-117
JONES vs MATYUSHENKO,https://www.ufc.com/event/UFC-Live-JONES-vs-MATYUSHENKO
Lesnar vs Carwin,https://www.ufc.com/event/ufc-116
Team Liddell vs Team Ortiz,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
Liddell vs Franklin,https://www.ufc.com/event/ufc-115
RAMPAGE vs EVANS,https://www.ufc.com/event/ufc-114
MACHIDA vs SHOGUN 2,https://www.ufc.com/event/ufc-113
INVINCIBLE,https://www.ufc.com/event/ufc-112
Florian vs Gomi,https://www.ufc.com/event/UFC-Fight-Night-Florian-vs-Gomi
St-Pierre vs Hardy,https://www.ufc.com/event/ufc-111
VERA vs JONES,https://www.ufc.com/event/UFC-on-Versus--Vera-vs-Jones
NOGUEIRA vs VELASQUEZ,https://www.ufc.com/event/ufc-110
RELENTLESS,https://www.ufc.com/event/ufc-109
Maynard vs Diaz,https://www.ufc.com/event/UFC-Fight-Night-Maynard-vs-Diaz
Evans vs Silva,https://www.ufc.com/event/ufc-108
Penn vs Sanchez,https://www.ufc.com/event/ufc-107
Heavyweights FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-HEAVYWEIGHTS-Finale
ORTIZ vs GRIFFIN 2,https://www.ufc.com/event/ufc-106
Couture vs Vera,https://www.ufc.com/event/ufc-105
MACHIDA v SHOGUN,https://www.ufc.com/event/ufc-104
FRANKLIN vs BELFORT,https://www.ufc.com/event/ufc-103
Diaz vs Guillard,https://www.ufc.com/event/UFC-Fight-Night-DIAZ-vs-GUILLARD
COUTURE vs NOGUEIRA,https://www.ufc.com/event/ufc-102
DECLARATION,https://www.ufc.com/event/ufc-101
Lesnar vs. Mir II,https://www.ufc.com/event/ufc-100
Team US vs Team UK FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
THE COMEBACK,https://www.ufc.com/event/ufc-99
EVANS vs MACHIDA,https://www.ufc.com/event/ufc-98
REDEMPTION,https://www.ufc.com/event/ufc-97
CONDIT vs KAMPMANN,https://www.ufc.com/event/UFC-Fight-Night-Condit-vs-Kampmann
Jackson vs Jardine,https://www.ufc.com/event/ufc-96
Sanchez vs Stevenson,https://www.ufc.com/event/ufc-95
Lauzon vs Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens
ST-PIERRE VS PENN 2,https://www.ufc.com/event/ufc-94
FRANKLIN vs HENDERSON,https://www.ufc.com/event/ufc-93
THE ULTIMATE 2008,https://www.ufc.com/event/ufc-92
Team Nog vs Team Mir,https://www.ufc.com/event/The-Ultimate-Fighter-Finale-Team-Nog-vs-Team-Mir
FIGHT FOR THE TROOPS,https://www.ufc.com/event/UFC-Fight-Night-FIGHT-FOR-THE-TROOPS
COUTURE vs LESNAR,https://www.ufc.com/event/ufc-91
Silva vs Cote,https://www.ufc.com/event/ufc-90
Bisping vs Leben,https://www.ufc.com/event/ufc-89
Diaz vs Neer,https://www.ufc.com/event/UFC-Fight-Night-Diaz-vs-Neer
BREAKTHROUGH,https://www.ufc.com/event/ufc-88
SEEK AND DESTROY,https://www.ufc.com/event/ufc-87
Silva vs Irvin,https://www.ufc.com/event/UFC-Silva-vs-Irvin
JACKSON vs GRIFFIN,https://www.ufc.com/event/ufc-86
Team Rampage vs Team Forrest,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
BEDLAM,https://www.ufc.com/event/ufc-85
ILL WILL,https://www.ufc.com/event/ufc-84
SERRA vs ST-PIERRE 2,https://www.ufc.com/event/ufc-83
Florian vs Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon
PRIDE OF A CHAMPION,https://www.ufc.com/event/ufc-82
BREAKING POINT,https://www.ufc.com/event/ufc-81
Swick vs Burkman,https://www.ufc.com/event/UFC-Fight-Night-Swick-vs-Burkman
RAPID FIRE,https://www.ufc.com/event/ufc-80
NEMESIS,https://www.ufc.com/event/ufc-79
Team Serra vs Team Hughes FINALE,https://www.ufc.com/event/ultimate-fighterUltimate-Fighter-Team-Serra-vs-Team-Hughes-Finale
VALIDATION,https://www.ufc.com/event/ufc-78
HOSTILE TERRITORY,https://www.ufc.com/event/ufc-77
KNOCKOUT,https://www.ufc.com/event/ufc-76
THOMAS vs FLORIAN,https://www.ufc.com/event/UFC-Fight-Night-Din-Thomas-vs-Kenny-Florian
CHAMPION VS CHAMPION,https://www.ufc.com/event/ufc-75
RESPECT,https://www.ufc.com/event/ufc-74
STACKED,https://www.ufc.com/event/ufc-73
Team Pulver vs Team Penn,https://www.ufc.com/event/The-Ultimate-Fighter-5-Finale
VICTORY,https://www.ufc.com/event/ufc-72
STOUT vs FISHER,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
LIDDELL vs JACKSON,https://www.ufc.com/event/ufc-71
NATIONS COLLIDE,https://www.ufc.com/event/ufc-70
SHOOTOUT,https://www.ufc.com/event/ufc-69
Stevenson vs Guillard,https://www.ufc.com/event/UFC-Fight-Night-Stevenson-vs-Guillard
THE UPRISING,https://www.ufc.com/event/ufc-68
ALL OR NOTHING,https://www.ufc.com/event/ufc-67
Evans vs Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
Liddell vs Ortiz 2,https://www.ufc.com/event/ufc-66
Sanchez vs Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs
BAD INTENTIONS,https://www.ufc.com/event/ufc-65
The Comeback,https://www.ufc.com/event/The-Ultimate-Fighter-4-Finale
UNSTOPPABLE,https://www.ufc.com/event/ufc-64
The Final Chapter,https://www.ufc.com/event/Ortiz-vs-Shamrock-3--The-Final-Chapter
Hughes vs Penn,https://www.ufc.com/event/ufc-63
Liddell vs Sobral,https://www.ufc.com/event/ufc-62
Sanchez vs Parisyan,https://www.ufc.com/event/UFC-Fight-Night-6
Bitter Rivals,https://www.ufc.com/event/ufc-61
Goulet vs Cummo,https://www.ufc.com/event/ufc-fight-night-7
Team Ortiz vs Team Shamrock,https://www.ufc.com/event/The-Ultimate-Fighter-3-Finale
Hughes vs Gracie,https://www.ufc.com/event/ufc-60
Reality Check,https://www.ufc.com/event/ufc-59
Bonnar vs Jardine,https://www.ufc.com/event/UFC-Fight-Night-4
USA vs. Canada,https://www.ufc.com/event/ufc-58
Liddell vs Couture 3,https://www.ufc.com/event/ufc-57
Sylvia vs Silva,https://www.ufc.com/event/UFC-Fight-Night-3
Full Force,https://www.ufc.com/event/ufc-56
Team Hughes vs Team Franklin,https://www.ufc.com/event/The-Ultimate-Fighter-2-Finale
Fury,https://www.ufc.com/event/ufc-55
Loiseau vs Tanner,https://www.ufc.com/event/UFC-Fight-Night-2
Boiling Point,https://www.ufc.com/event/ufc-54
Marquardt vs Salaverry,https://www.ufc.com/event/UFC-Fight-Night-1
Heavy Hitters,https://www.ufc.com/event/ufc-53
Couture vs Liddell II,https://www.ufc.com/event/ufc-52
Finale,https://www.ufc.com/event/Ultimate-Fighter-I-Finale
Super Saturday,https://www.ufc.com/event/ufc-51
The War of 04,https://www.ufc.com/event/ufc-50
Unfinished Business,https://www.ufc.com/event/ufc-49
Payback,https://www.ufc.com/event/ufc-48
IT'S ON,https://www.ufc.com/event/ufc-47
Super Natural,https://www.ufc.com/event/ufc-46
Revolution,https://www.ufc.com/event/ufc-45
Undisputed,https://www.ufc.com/event/ufc-44
Meltdown,https://www.ufc.com/event/ufc-43
Sudden Impact,https://www.ufc.com/event/ufc-42
Onslaught,https://www.ufc.com/event/ufc-41
Vendetta,https://www.ufc.com/event/ufc-40
The Warriors Return,https://www.ufc.com/event/ufc-39
Brawl At The Hall,https://www.ufc.com/event/ufc-38
As Real As It Gets®,https://www.ufc.com/event/ufc-375
High Impact,https://www.ufc.com/event/ufc-37
Worlds Collide,https://www.ufc.com/event/ufc-36
Throwdown,https://www.ufc.com/event/ufc-35
High Voltage,https://www.ufc.com/event/ufc-34
Victory In Vegas,https://www.ufc.com/event/ufc-33
Showdown In The Meadowlands,https://www.ufc.com/event/ufc-32
Locked & Loaded,https://www.ufc.com/event/ufc-31
The Battle On The Boardwalk,https://www.ufc.com/event/ufc-30
Defense Of The Belts,https://www.ufc.com/event/ufc-29
High Stakes,https://www.ufc.com/event/ufc-28
Ultimate Bad Boyz,https://www.ufc.com/event/ufc-27
Ultimate Field Of Dreams,https://www.ufc.com/event/ufc-26
Ultimate Japan 3,https://www.ufc.com/event/ufc-25
First Defense,https://www.ufc.com/event/ufc-24
Ultimate Japan 2,https://www.ufc.com/event/ufc-23
There Can Be Only One Champion,https://www.ufc.com/event/ufc-22
Return Of The Champions,https://www.ufc.com/event/ufc-21
Battle For The Gold,https://www.ufc.com/event/ufc-20
Young Guns,https://www.ufc.com/event/ufc-19
Road To The Heavyweight Title,https://www.ufc.com/event/ufc-18
Brazil,https://www.ufc.com/event/Ultimate-Brazil
Redemption,https://www.ufc.com/event/ufc-17
Battle In The Bayou,https://www.ufc.com/event/ufc-16
Ultimate Japan,https://www.ufc.com/event/Ultimate-Japan
Collision Course,https://www.ufc.com/event/ufc-15
Showdown,https://www.ufc.com/event/ufc-14
The Ultimate Force,https://www.ufc.com/event/ufc-13
 Judgement Day,https://www.ufc.com/event/ufc-12
 _,https://www.ufc.com/event/Ultimate-Ultimate-96
The Proving Ground,https://www.ufc.com/event/ufc-11
The Tournament,https://www.ufc.com/event/ufc-10
Motor City Madness,https://www.ufc.com/event/ufc-9
David vs Goliath,https://www.ufc.com/event/ufc-8
_,https://www.ufc.com/event/Ultimate-Ultimate-95
The Brawl In Buffalo,https://www.ufc.com/event/ufc-7
Clash Of The Titans,https://www.ufc.com/event/ufc-6
Return Of The Beast,https://www.ufc.com/event/ufc-5
Revenge Of The Warriors,https://www.ufc.com/event/ufc-4
The American Dream,https://www.ufc.com/event/ufc-3
No Way Out,https://www.ufc.com/event/ufc-2
The Beginning,https://www.ufc.com/event/ufc-1
